Horodateur,Nom du créateur,corCrea,Nom de l'Évaluateur,corEval,Version du projet,"Aspect Technique: Qualité du Code (Lisibilité, structure, respect des standards)","Aspect Technique: Fonctionnalité et Robustesse (Absence de bugs majeurs, gestion des erreurs)","Aspect Design/UX: Interface Utilisateur (Attractivité, cohérence visuelle)","Aspect Design/UX: Expérience Utilisateur (Facilité de navigation, intuitivité)","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Maîtrise HTML et sémantique]","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Maîtrise CSS et Responsive Design]","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Complexité et efficacité du JavaScript (front-end)]","Implémentation des technologies clés (HTML/CSS, JavaScript, Frameworks/Librairies) [Utilisation de librairie ou framework (ex: React, Vue, Node.js)]",Innovation et Originalité du Projet,Points forts du projet,Suggestions d'amélioration,Pertinence des améliorations de la nouvelle version,Note Globale Recommandée (sur 20)
16/12/2025 17:55:11,wafa258,wafa258,sakeenasn,sakeenasn,3,4,4,4,4,Conforme,Conforme,Conforme,,6,,,6,13
16/12/2025 17:55:16,lizachikhaoui,lizachikhaoui,nali-333,nali-333,2,3,4,1,2,,,,,,,,,10
16/12/2025 17:55:21,lcruz-almeida,lcruz-almeida,lizachikhaoui,lizachikhaoui,6,4,4,,,,,,,,,,,
16/12/2025 17:55:21,wafa258,wafa258,lcruz-almeida,lcruz-almeida,3,4,4,4,4,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,5,,,6,12
16/12/2025 17:55:25,lcruz-almeida,lcruz-almeida,Wafa258,wafa258,2,3,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,6,,,6,15
16/12/2025 17:55:46,wafa258,wafa258,fatoucmr,fatoucmr,3,4,4,4,4,Conforme,Conforme,,,7,,,7,14
16/12/2025 17:55:48,wafa258,wafa258,sakeenasn,sakeenasn,4,4,4,5,5,Conforme,Conforme,Conforme,,7,,,7,14
16/12/2025 17:55:56,Juniorald,Juniorald, Haithem939 ,Haithem939,2,3,2,3,3,Conforme,Conforme,Conforme,Partiellement Conforme,5,,,5,"11,5"
16/12/2025 17:56:01,THAUT627,THAUT627,THAUT627,THAUT627,3,4,3,5,3,Conforme,Non Conforme,Conforme,Conforme,,,,,14
16/12/2025 17:56:06,lizachikhaoui,lizachikhaoui,nali-333,nali-333,3,3,3,3,3,,,,,,,,,"10,5"
16/12/2025 17:56:09,lcruz-almeida,lcruz-almeida,Wafa258,wafa258,3,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,6,Le design de l'interface est mieux adapté au projet,,6,15
16/12/2025 17:56:18,wafa258,wafa258,fatoucmr,fatoucmr,4,4,4,4,4,Conforme,Conforme,,,7,,,7,14
16/12/2025 17:56:23,wafa258,wafa258,sakeenasn,sakeenasn,5,4,5,4,5,Conforme,Conforme,Conforme,,7,,,7,14
16/12/2025 17:56:26,wafa258,wafa258,lcruz-almeida,lcruz-almeida,4,4,4,4,5,Conforme,Conforme,Partiellement Conforme,,5,,,5,12
16/12/2025 17:56:28,sakeenasn,sakeenasn,kell2107,kell2107,4,3,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,3,,,3,"13,5"
16/12/2025 17:56:38,lizachikhaoui,lizachikhaoui,nali-333,nali-333,4,3,3,3,3,,,,,,,,,11
16/12/2025 17:56:55,wafa258,wafa258,fatoucmr,fatoucmr,5,4,4,4,4,Conforme,Conforme,,,8,,,8,15
16/12/2025 17:56:58,lizachikhaoui,lizachikhaoui,nali-333,nali-333,5,3,3,3,3,,,,,,,,,12
16/12/2025 17:57:01,calrifaii,calrifaii,lizachikhaoui,lizachikhaoui,1,3,3,,,,,,,,,,,
16/12/2025 17:57:03,wafa258,wafa258,sakeenasn,sakeenasn,6,4,5,4,5,Conforme,Conforme,Conforme,,8,,,5,15
16/12/2025 17:57:04,nali-333,nali-333,kadiriilham634-del,kadiriilham634-del,1,4,3,,,,,,,,,,,
16/12/2025 17:57:15,wafa258,wafa258,fatoucmr,fatoucmr,6,4,4,4,4,Conforme,Conforme,,,8,,,8,15
16/12/2025 17:57:17,wafa258,wafa258,lcruz-almeida,lcruz-almeida,5,4,4,5,5,Conforme,Conforme,Conforme,,7,,,8,13
16/12/2025 17:57:21,calrifaii,calrifaii,lizachikhaoui,lizachikhaoui,2,3,4,,,,,,,,,,,
16/12/2025 17:57:24,lcruz-almeida,lcruz-almeida,Wafa258,wafa258,4,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,7,Le son améliore l'expérience et rajoute du suspense. ,Améliorer le design des boutons des animations ,6,15
16/12/2025 17:57:42,kadiriilham634,kadiriilham634-del,Liline96,Liline96,2,5,5,5,5,Conforme,Conforme,Conforme,Conforme,8,L'écran Game over aurait pu rester mais très bonne évolution. Code plus clair,Ajouter des difficultés,10,15
16/12/2025 17:57:48,sakeenas,sakeenasn,kell2107,kell2107,5,3,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,3,,,3,"13,5"
16/12/2025 17:57:52,calrifaii,calrifaii,lizachikhaoui,lizachikhaoui,3,4,4,,,,,,,,,,,
16/12/2025 17:57:59,THAUT627,THAUT627,THAUT627,THAUT627,4,5,3,5,3,Conforme,Conforme,Conforme,Conforme,,,,,14
16/12/2025 17:58:00,wafa258,wafa258,lcruz-almeida,lcruz-almeida,6,4,5,5,5,Conforme,Conforme,Conforme,,7,,,7,14
16/12/2025 17:58:08,lcruz-almeida,lcruz-almeida,Wafa258,wafa258,5,4,4,4,3,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,6,,,6,15
16/12/2025 17:58:14,calrifaii,calrifaii,lizachikhaoui,lizachikhaoui,4,4,4,,,,,,,,,,,
16/12/2025 17:58:36,calrifaii,calrifaii,lizachikhaoui,lizachikhaoui,5,4,4,,,,,,,,,,,
16/12/2025 17:58:51,Juniorald,Juniorald, Haithem939 ,Haithem939,3,2,3,3,3,Conforme,Conforme,,,6,,,6,12
16/12/2025 17:59:02,calrifaii,calrifaii,lizachikhaoui,lizachikhaoui,6,4,4,,,,,,,,,,,
16/12/2025 17:59:17,lizachikhaoui,lizachikhaoui,nali-333,nali-333,6,4,4,3,4,Conforme,Conforme,Dépasse les attentes,Non Conforme,8,Originale,,10,14
16/12/2025 17:59:48,sakeenasn,sakeenasn,kell2107,kell2107,6,3,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,3,,,3,"13,99"
16/12/2025 18:00:08,lcruz-almeida,lcruz-almeida,Wafa258,wafa258,6,4,4,3,4,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,7,Le projet propose plusieurs types d'animations ,Ajouter un bouton stop pour arrêter l'animation ,6,15
16/12/2025 18:00:38,lizachikhaoui,lizachikhaoui,fatoucmr ,fatoucmr,1,4,3,3,3,Conforme,Conforme,,,6,Originalité et facile à comprendre et à utiliser,Ajouter un autre texte plus long ,,11
16/12/2025 18:00:42,THAUT627,THAUT627,THAUT627,THAUT627,5,5,3,5,3,Conforme,Conforme,Dépasse les attentes,Dépasse les attentes,,,,,14
16/12/2025 18:00:47,Juniorald,Juniorald, Haithem939 ,Haithem939,4,3,3,3,3,Conforme,Conforme,,,6,,,6,"12,5"
16/12/2025 18:01:27,Juniorald,Juniorald, Haithem939 ,Haithem939,5,3,3,4,4,Conforme,Conforme,Partiellement Conforme,,6,,,6,"12,5"
16/12/2025 18:01:55,lizachikhaoui,lizachikhaoui,fatoucmr,fatoucmr,2,3,3,2,2,Partiellement Conforme,Partiellement Conforme,,,5,,Ajouter consigne pour expliquer ce que l'on doit faire parce que pas facile à comprendre au début et améliorer esthétisme,5,11
16/12/2025 18:01:56,Haithem939,Haithem939,ouarkia,Ouarkia,4,3,3,3,3,Conforme,Conforme,Conforme,Conforme,8,panneau + jolie,laffichage beug quand on le laisse tourner longtemps,7,14
16/12/2025 18:02:09,calrifaii,calrifaii,Wafa258,wafa258,1,2,3,3,3,Partiellement Conforme,Partiellement Conforme,Non Conforme,Non Conforme,5,Les couleurs sont attractives et joyeuses. ,Améliorer l'expérience utilisateur,5,14
16/12/2025 18:02:13,nali-333,nali-333,kadiriilham634-del,kadiriilham634-del,2,4,3,,,,,,,,,,,
16/12/2025 18:02:13,THAUT627,THAUT627,THAUT627,THAUT627,6,5,3,5,3,Conforme,Conforme,Dépasse les attentes,Dépasse les attentes,,,,,15
16/12/2025 18:02:32,kada798,kada798,lcruz-almeida ,lcruz-almeida,1,4,3,2,2,Non Conforme,Non Conforme,Non Conforme,,5,,,,9
16/12/2025 18:02:33,wafa258,wafa258,nali-333,nali-333,1,4,4,4,4,Conforme,Conforme,Conforme,Non Conforme,7,,,,12
16/12/2025 18:02:34,Juniorald,Juniorald, Haithem939 ,Haithem939,6,3,3,4,4,Conforme,Conforme,Partiellement Conforme,,6,,,6,13
16/12/2025 18:02:37,kada798,kada798,sakeenasn,sakeenasn,1,3,3,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,5,,,,11
16/12/2025 18:02:37,lizachikhaoui,lizachikhaoui,fatoucmr,fatoucmr,2,3,3,3,3,,,,,5,,,5,12
16/12/2025 18:02:50,kadiriilham634,kadiriilham634-del,Liline96,Liline96,3,5,5,5,5,Conforme,Conforme,Conforme,Conforme,,,,,16
16/12/2025 18:03:01,wafa258,wafa258,nali-333,nali-333,2,4,4,4,4,Conforme,Conforme,Conforme,Non Conforme,7,,,7,13
16/12/2025 18:03:03,kadiriilham634-del,kadiriilham634-del,kell2107,kell2107,1,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,3,,,,10
16/12/2025 18:03:19,Juniorald,Juniorald, Haithem939 ,Haithem939,6,4,3,4,4,Conforme,Conforme,Partiellement Conforme,,7,,,7,"14,5"
16/12/2025 18:03:21,lizachikhaoui,lizachikhaoui,fatoucmr,fatoucmr,4,4,3,3,3,,,,,6,,,6,12
16/12/2025 18:03:22,kada798,kada798,sakeenasn,sakeenasn,1,2,4,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,5,,,6,11
16/12/2025 18:03:30,calrifaii,calrifaii,Wafa258,wafa258,1,3,3,2,3,Conforme,Partiellement Conforme,Partiellement Conforme,Non Conforme,5,Le jeu est fonctionnel et le design est attractif,Ajouter de la musique au jeu ,5,14
16/12/2025 18:03:33,nali-333,nali-333,kadiriilham634-del,kadiriilham634-del,3,4,4,,,,,,,,,,,
16/12/2025 18:03:35,wafa258,wafa258,nali-333,nali-333,3,4,4,4,4,Conforme,Conforme,Conforme,Non Conforme,7,,,7,13
16/12/2025 18:03:36,Haithem939,Haithem939,ouarkia,Ouarkia,5,4,4,4,4,Conforme,Conforme,Conforme,Conforme,8,nvl animation du cube,pas trèsnlisible les textes,7,15
16/12/2025 18:03:50,lizachikhaoui,lizachikhaoui,fatoucmr,fatoucmr,5,3,3,3,3,,,,,6,,,6,12
16/12/2025 18:03:57,kada798,kada798,lcruz-almeida,lcruz-almeida,1,4,1,1,1,Non Conforme,Non Conforme,Non Conforme,,5,,,5,10
16/12/2025 18:04:06,kada798,kada798,sakeenasn,sakeenasn,2,2,2,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,5,,,6,12
16/12/2025 18:04:09,wafa258,wafa258,nali-333,nali-333,4,4,4,4,4,Conforme,Conforme,Conforme,Non Conforme,7,,,7,14
16/12/2025 18:04:21,kadiriilham634,kadiriilham634-del,Liline96,Liline96,5,5,5,5,5,Conforme,Conforme,Conforme,Conforme,,,,,
16/12/2025 18:04:29,lizachikhaoui,lizachikhaoui,fatoucmr,fatoucmr,6,3,2,4,4,,,,,7,,,7,13
16/12/2025 18:04:29,kada798,kada798,lcruz-almeida,lcruz-almeida,2,4,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,5,,,2,10
16/12/2025 18:04:30,calrifaii,calrifaii,Wafa258,wafa258,2,3,4,4,4,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,6,L'animation est originale. C'est amusant ,,5,15
16/12/2025 18:04:30,kadiriilham634,kadiriilham634-del,Liline96,Liline96,4,5,5,5,5,Conforme,Conforme,Conforme,Conforme,,,,,
16/12/2025 18:04:35,kadiriilham634,kadiriilham634-del,Liline96,Liline96,6,5,5,5,5,Conforme,Conforme,Conforme,Conforme,,,,,17
16/12/2025 18:04:52,wafa258,wafa258,nali-333,nali-333,5,4,4,4,4,Conforme,Conforme,Conforme,,7,,,7,14
16/12/2025 18:05:00,kada798,kada798,sakeenasn,sakeenasn,3,3,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,5,,,6,12
16/12/2025 18:05:07,kada798,kada798,lcruz-almeida,lcruz-almeida,3,4,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,4,,,2,10
16/12/2025 18:05:07,kadiriilham634-del,kadiriilham634-del,kell2107,kell2107,2,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,2,,,1,11
16/12/2025 18:05:09,Juniorald,Juniorald,THAUT627,THAUT627,1,4,3,5,2,Conforme,Partiellement Conforme,Conforme,Non Conforme,,,,,12
16/12/2025 18:05:15,nali-333,nali-333,kadiriilham634-del,kadiriilham634-del,4,4,3,,,,,,,,,,,
16/12/2025 18:05:27,wafa258,wafa258,nali-333,nali-333,6,5,5,4,4,Conforme,Conforme,Dépasse les attentes,,7,,,7,15
16/12/2025 18:05:34,Haithem939,Haithem939,ouarkia,Ouarkia,6,4,4,4,4,Conforme,Conforme,Conforme,Conforme,9,affichage jolie et le carré att qu'on clique sur démarrer,retouche design,9,16
16/12/2025 18:05:35,kada798,kada798,sakeenasn,sakeenasn,4,3,4,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,5,,,6,12
16/12/2025 18:05:35,calrifaii,calrifaii,Wafa258,wafa258,3,4,4,4,4,Conforme,Dépasse les attentes,Conforme,Partiellement Conforme,6,Le projet est divertissant,Pouvoir choisir des sons différents ,6,16
16/12/2025 18:05:41,kada798,kada798,lcruz-almeida,lcruz-almeida,4,4,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,5,,,2,10
16/12/2025 18:06:22,kada798,kada798,sakeenasn,sakeenasn,5,3,2,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,6,,,4,12
16/12/2025 18:06:29,kada798,kada798,lcruz-almeida,lcruz-almeida,5,4,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,3,,,2,10
16/12/2025 18:06:48,calrifaii,calrifaii,Wafa258,wafa258,4,4,5,5,4,Conforme,Dépasse les attentes,Conforme,Partiellement Conforme,6,Différentes animations originales,Proposer plus de couleurs/ thèmes,6,16
16/12/2025 18:06:51,callmejeeh,callmejeeh, Haithem939 ,Haithem939,1,2,2,2,3,Conforme,Conforme,Partiellement Conforme,,5,,,5,10
16/12/2025 18:06:51,ouarkia,Ouarkia,ouarkia,Ouarkia,1,3,3,3,3,Conforme,Conforme,Conforme,Conforme,7,idée sympa,le design,6,10
16/12/2025 18:06:52,callmejeeh,callmejeeh,fatoucmr,fatoucmr,1,4,4,3,3,Conforme,Conforme,Conforme,,6,,,,12
16/12/2025 18:06:56,kada798,kada798,sakeenasn,sakeenasn,6,3,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,7,,,8,13
16/12/2025 18:07:23,Juniorald,Juniorald,THAUT627,THAUT627,2,4,5,5,5,Conforme,Partiellement Conforme,Conforme,Non Conforme,,,,,14
16/12/2025 18:07:26,kada798,kada798,lcruz-almeida,lcruz-almeida,6,4,3,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,5,,,6,11
16/12/2025 18:07:29,nali-333,nali-333,nali-333,nali-333,1,3,5,2,3,Conforme,Conforme,,,5,,,,10
16/12/2025 18:07:39,ouarkia,Ouarkia,ouarkia,Ouarkia,2,3,3,3,3,Conforme,Conforme,Conforme,Conforme,8,afficge plus jolie,le son,8,11
16/12/2025 18:07:54,calmejeeh,callmejeeh,fatoucmr,fatoucmr,2,4,3,3,3,Conforme,Conforme,Partiellement Conforme,,6,Originalité ,,6,12
16/12/2025 18:08:01,callmejeeh,callmejeeh, Haithem939 ,Haithem939,2,2,1,1,1,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,5,,,5,10
16/12/2025 18:08:07,nali-333,nali-333,nali-333,nali-333,2,4,5,3,4,Conforme,Conforme,Partiellement Conforme,Partiellement Conforme,6,,,8,11
16/12/2025 18:08:07,calrifaii,calrifaii,Wafa258,wafa258,5,4,5,5,4,Conforme,Dépasse les attentes,Conforme,Partiellement Conforme,7,Le jeu est intuitif,"J'aurai aimé avoir plus de choix de couleurs, sons, musique de fond..",6,16
16/12/2025 18:08:11,THAUT627,THAUT627,Liline96,Liline96,1,4,5,5,5,Conforme,Conforme,Conforme,Dépasse les attentes,,,,,
16/12/2025 18:08:39,ouarkia,Ouarkia,ouarkia,Ouarkia,3,3,3,3,3,Conforme,Conforme,Conforme,Conforme,8,ajt score,ajt musique,7,13
16/12/2025 18:08:58,nali-333,nali-333,nali-333,nali-333,3,5,5,3,4,Conforme,Conforme,Conforme,Conforme,6,,,7,12
16/12/2025 18:09:09,callmejeeh,callmejeeh, Haithem939 ,Haithem939,3,2,2,2,2,Conforme,Conforme,Partiellement Conforme,,5,,,5,12
16/12/2025 18:09:14,calrifaii,calrifaii,Wafa258,wafa258,6,4,5,5,4,Conforme,Dépasse les attentes,Conforme,Partiellement Conforme,6,,,6,16
16/12/2025 18:09:28,calmejeeh,callmejeeh,fatoucmr,fatoucmr,3,4,3,3,3,Conforme,Conforme,Conforme,,6,Esthétisme et originalité,Une phrase au départ pour expliquer le concept du jeu ,6,13
16/12/2025 18:09:29,ouarkia,Ouarkia,ouarkia,Ouarkia,3,3,3,3,3,Conforme,Conforme,Conforme,Conforme,8,fichier CSV,timer,8,14
16/12/2025 18:09:39,nali-333,nali-333,nali-333,nali-333,4,4,5,4,4,Conforme,Conforme,Conforme,Conforme,7,,,7,14
16/12/2025 18:09:51,nali-333,nali-333,sakeenasn,sakeenasn,1,3,2,2,1,Conforme,Conforme,Conforme,,6,,,,10
16/12/2025 18:10:09,callmejeeh,callmejeeh, Haithem939 ,Haithem939,4,3,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,5,,,5,"11,5"
16/12/2025 18:10:12,nali-333,nali-333,lcruz-almeida ,lcruz-almeida,1,4,2,1,1,Non Conforme,Non Conforme,Non Conforme,,2,,,,8
16/12/2025 18:10:12,calmejeeh,callmejeeh,fatoucmr,fatoucmr,4,4,3,3,3,Conforme,Conforme,Conforme,,6,,,6,13
16/12/2025 18:10:21,nali-333,nali-333,nali-333,nali-333,5,4,4,4,4,Conforme,Conforme,Conforme,Conforme,6,,,7,"14,5"
16/12/2025 18:10:22,ouarkia,Ouarkia,ouarkia,Ouarkia,5,4,4,4,4,Conforme,Conforme,Conforme,Conforme,8,timer et barre progression,historique de score,8,15
16/12/2025 18:10:22,nali-333,nali-333,kadiriilham634-del,kadiriilham634-del,6,4,4,,,,,,,6,"Le projet est visuellement réussi et agréable à utiliser. Les animations apportent du dynamisme sans empêcher la compréhension, et les barres de compétences permettent de visualiser facilement les informations. L’ensemble fonctionne correctement et donne une impression de sérieux et de cohérence.","Le projet pourrait être amélioré en simplifiant encore certains éléments pour le rendre plus facile à comprendre. Réduire le nombre d’animations permettrait de gagner en clarté, et ajouter quelques explications aiderait à mieux comprendre le fonctionnement général. Cela rendrait le projet plus accessible et plus lisible pour tous.",7,
16/12/2025 18:10:28,nali-333,nali-333,kadiriilham634-del,kadiriilham634-del,4,4,4,,,,,,,,,,,
16/12/2025 18:11:05,calmejeeh,callmejeeh,fatoucmr,fatoucmr,5,4,3,3,3,Conforme,Conforme,Conforme,,6,,,6,13
16/12/2025 18:11:17,Juniorald,Juniorald,THAUT627,THAUT627,3,5,4,5,5,Conforme,Partiellement Conforme,Conforme,Non Conforme,,,,,14
16/12/2025 18:11:22,nali-333,nali-333,lcruz-almeida,lcruz-almeida,1,4,2,1,1,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,2,,,4,10
16/12/2025 18:11:39,callmejeeh,callmejeeh, Haithem939 ,Haithem939,5,3,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,5,,,6,12
16/12/2025 18:11:42,ouarkia,Ouarkia,ouarkia,Ouarkia,6,5,5,5,5,Conforme,Conforme,Conforme,Conforme,10,historique score et question aléatoire,confettis et timer qui change de couleurs ,9,16
16/12/2025 18:11:52,calmejeeh,callmejeeh,fatoucmr,fatoucmr,6,4,3,4,4,Conforme,Conforme,Conforme,,7,,,7,14
16/12/2025 18:12:14,kadiriilham634-del,kadiriilham634-del,kell2107,kell2107,3,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,2,,,,"11,5"
16/12/2025 18:12:20,Juniorald,Juniorald,THAUT627,THAUT627,3,5,5,5,5,Conforme,Partiellement Conforme,Conforme,Non Conforme,,,,,15
16/12/2025 18:12:35,nali-333,nali-333,sakeenasn,sakeenasn,1,3,4,3,2,Conforme,Conforme,Conforme,,5,,,7,11
16/12/2025 18:12:38,callmejeeh,callmejeeh, Haithem939 ,Haithem939,6,3,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,5,,,5,12
16/12/2025 18:12:58,nali-333,nali-333,lcruz-almeida,lcruz-almeida,2,4,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,2,,,4,10
16/12/2025 18:13:14,Juniorald,Juniorald,fatoucmr,fatoucmr,1,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,8,"Esthétisme, dynamique et interactivité",Ajouter son au départ du jeu,,14
16/12/2025 18:13:16,kadiriilham634-del,kadiriilham634-del,kell2107,kell2107,4,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,2,,,,12
16/12/2025 18:13:20,THAUT627,THAUT627,Liline96,Liline96,2,5,5,5,4,Conforme,Conforme,Conforme,Dépasse les attentes,,,Texte pour guider ,,
16/12/2025 18:13:24,callmejeeh,callmejeeh, Haithem939 ,Haithem939,6,3,3,3,3,Conforme,Conforme,Partiellement Conforme,,6,,,5,13
16/12/2025 18:13:31,nali-333,nali-333,sakeenasn,sakeenasn,2,3,4,3,3,Conforme,Conforme,Conforme,,5,,,6,11
16/12/2025 18:13:34,nali-333,nali-333,lcruz-almeida,lcruz-almeida,3,4,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,2,,,4,10
16/12/2025 18:13:56,Juniorald,Juniorald,Fatoucmr,fatoucmr,2,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,8,,,7,14
16/12/2025 18:14:14,nali-333,nali-333,lcruz-almeida,lcruz-almeida,4,4,2,1,1,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,2,,,3,10
16/12/2025 18:14:19,kadiriilham634-del,kadiriilham634-del,kell2107,kell2107,5,2,2,2,2,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,2,,,,"12,5"
16/12/2025 18:14:23,Juniorald,Juniorald,Fatoucmr,fatoucmr,3,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,8,,,8,15
16/12/2025 18:14:24,Juniorald,Juniorald,THAUT627,THAUT627,5,5,5,5,5,Conforme,Partiellement Conforme,Conforme,Non Conforme,,,,,16
16/12/2025 18:14:30,nali-333,nali-333,sakeenasn,sakeenasn,3,4,3,3,3,Conforme,Conforme,Conforme,,6,,,6,12
16/12/2025 18:14:50,Juniorald,Juniorald,Fatoucmr,fatoucmr,4,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,8,,,8,15
16/12/2025 18:14:57,nali-333,nali-333,lcruz-almeida,lcruz-almeida,5,4,3,1,1,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,6,,,6,11
16/12/2025 18:14:58,nali-333,nali-333,sakeenasn,sakeenasn,4,4,4,3,3,Conforme,Conforme,Conforme,,5,,,6,12
16/12/2025 18:15:16,kadiriilham634-del,kadiriilham634-del,kell2107,kell2107,6,2,2,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,2,,,,13
16/12/2025 18:15:18,Juniorald,Juniorald,fatoucmr,fatoucmr,5,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,8,,,8,15
16/12/2025 18:15:22,nali-333,nali-333,sakeenasn,sakeenasn,5,3,4,3,3,Conforme,Conforme,Conforme,,5,,,4,12
16/12/2025 18:15:28,nali-333,nali-333,lcruz-almeida,lcruz-almeida,6,4,2,1,1,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,3,,,2,11
16/12/2025 18:15:33,Juniorald,Juniorald,THAUT627,THAUT627,6,5,5,5,5,Conforme,Conforme,Dépasse les attentes,Non Conforme,,,,,18
16/12/2025 18:15:41,Juniorald,Juniorald,fatoucmr,fatoucmr,6,4,4,4,4,Conforme,Conforme,Conforme,Partiellement Conforme,8,,,8,15
16/12/2025 18:15:50,nali-333,nali-333,sakeenasn,sakeenasn,6,4,5,3,4,Conforme,Conforme,Conforme,,6,,,7,13
16/12/2025 18:15:55,lcruz-almeida,lcruz-almeida,kadiriilham634-del,kadiriilham634-del,1,4,3,,,,,,,,,,,
16/12/2025 18:16:19,THAUT627,THAUT627,Liline96,Liline96,3,5,5,5,5,Conforme,Conforme,Conforme,Dépasse les attentes,,,,,
16/12/2025 18:18:12,nali-333,nali-333,nali-333,nali-333,6,5,5,4,4,Conforme,Conforme,Dépasse les attentes,Conforme,7,"Efficace
Bon design
Utile",un peu simple comme projet,9,15
16/12/2025 18:18:30,THAUT627,THAUT627,Liline96,Liline96,4,5,5,5,5,Conforme,Conforme,Conforme,Dépasse les attentes,,,,,
16/12/2025 18:19:13,calrifaii,calrifaii,lcruz-almeida,lcruz-almeida,1,4,3,3,3,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,7,,,,11
16/12/2025 18:20:05,THAUT627,THAUT627,Liline96,Liline96,5,5,5,5,5,Conforme,Conforme,Conforme,Conforme,,,,,
16/12/2025 18:20:19,THAUT627,THAUT627,Liline96,Liline96,6,5,5,5,5,Conforme,Conforme,Conforme,Dépasse les attentes,,,,,
16/12/2025 18:20:41,carlrifaii,calrifaii,sakeenasn,sakeenasn,1,4,3,4,4,Conforme,Conforme,Conforme,Conforme,7,,,,12
16/12/2025 18:20:50,calrifaii,calrifaii,lcruz-almeida,lcruz-almeida,1,4,3,4,4,Partiellement Conforme,Partiellement Conforme,Partiellement Conforme,,7,,,7,12
16/12/2025 18:21:07,carlrifaii,calrifaii,sakeenasn,sakeenasn,1,4,4,4,4,Conforme,Conforme,Conforme,Conforme,7,,,8,13
16/12/2025 18:21:23,calrifaii,calrifaii,lcruz-almeida,lcruz-almeida,2,4,3,4,4,Conforme,Conforme,Conforme,,7,,,7,12
16/12/2025 18:21:25,callmejeeh,callmejeeh,THAUT627,THAUT627,1,5,3,1,1,Conforme,Non Conforme,Conforme,Non Conforme,,,,,11
16/12/2025 18:21:45,lcruz-almeida,lcruz-almeida,nali-333,nali-333,1,2,3,,,,,,,,,,,
16/12/2025 18:21:59,carlrifaii,calrifaii,sakeenasn,sakeenasn,2,4,4,4,4,Conforme,Conforme,Conforme,Conforme,7,,,5,13
